name,category,state,district,description,lat,lng,image_url,tag,ai_description
Bodo Gongona,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Bodo Jotha,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Assam Jaapi,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Assam Asharikandi Terracotta Craft,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Assam Bihu Dhol,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Assam Pani Meteka Craft,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Sarthebari Metal Craft,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.4333,91.2833,,GI,
Axomiya Gohona Assamese Jewellery,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.1445,91.7362,,GI,
Applique Khatwa Work of Bihar,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.5941,85.1376,,GI,
Sujini Embroidery Work of Bihar,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.5941,85.1376,,GI,
Sikki Grass Products of Bihar,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.5941,85.1376,,GI,
Bhagalpur Silk,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.2425,86.9842,,GI,
Manjusha Art,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.5941,85.1376,,GI,
Bastar Iron Craft,Handicraft,Chhattisgarh,,"Geographical Indication (GI) registered traditional handicraft of Chhattisgarh, officially recognised under India's GI Registry (ipindia.gov.in).",19.1071,81.9541,,GI,
Bastar Dhokra,Handicraft,Chhattisgarh,,"Geographical Indication (GI) registered traditional handicraft of Chhattisgarh, officially recognised under India's GI Registry (ipindia.gov.in).",19.1071,81.9541,,GI,
Bastar Wooden Craft,Handicraft,Chhattisgarh,,"Geographical Indication (GI) registered traditional handicraft of Chhattisgarh, officially recognised under India's GI Registry (ipindia.gov.in).",19.1071,81.9541,,GI,
Champa Silk Saree And Fabrics,Handicraft,Chhattisgarh,,"Geographical Indication (GI) registered traditional handicraft of Chhattisgarh, officially recognised under India's GI Registry (ipindia.gov.in).",21.9667,82.65,,GI,
Sankheda Furniture,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",22.15,73.5833,,GI,
Agates of Cambay,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",22.3,72.6167,,GI,
Tangaliya Shawl,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Surat Zari Craft,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",21.1702,72.8311,,GI,
Kachchh Shawls,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Jamnagari Bandhani,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",22.4707,70.0577,,GI,
RajKot Patola,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",22.3039,70.8022,,GI,
Pethapur Printing Blocks,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.25,72.6167,,GI,
Pithora,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Mata ni Pachhedi,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Kutch Rogan Craft,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.7333,69.8597,,GI,
Kutch Bandhani,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.7333,69.8597,,GI,
Gharchola Craft of Gujarat,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Gujarat Suf Embroidery,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Ahmedabad Sodagari Block Print,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.0225,72.5714,,GI,
Surat Sadeli Craft,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",21.1702,72.8311,,GI,
Bharuch Sujani Weaving,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",21.7051,72.9959,,GI,
Kutch Ajrakh,Handicraft,Gujarat,,"Geographical Indication (GI) registered traditional handicraft of Gujarat, officially recognised under India's GI Registry (ipindia.gov.in).",23.7333,69.8597,,GI,
Kullu Shawl,Handicraft,Himachal Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Himachal Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",31.9578,77.1095,,GI,
Chamba Rumal,Handicraft,Himachal Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Himachal Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",32.556,76.131,,GI,
Kinnauri Shawl,Handicraft,Himachal Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Himachal Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",31.58,78.44,,GI,
Kangra Paintings,Handicraft,Himachal Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Himachal Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",32.0998,76.2691,,GI,
Chamba Chappal,Handicraft,Himachal Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Himachal Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",32.556,76.131,,GI,
Lahauli Knitted Socks & Gloves,Handicraft,Himachal Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Himachal Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",31.1048,77.1734,,GI,
Kashmir Pashmina,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Sozani Craft,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Paper Machie,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Walnut Wood Carving,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Khatamband,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmiri Hand Knotted Carpet,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Basohli Painting,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Rajouri Chikri Wood Craft,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Basohli Pashmina Woolen Products,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Namda,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Wagguv,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Shikara,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Gabba,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Willow Bat,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Chain Stitch,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Crewel,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Kashmir Tweed,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.0837,74.7973,,GI,
Sohrai Khovar Painting,Handicraft,Jharkhand,,"Geographical Indication (GI) registered traditional handicraft of Jharkhand, officially recognised under India's GI Registry (ipindia.gov.in).",23.6693,85.2842,,GI,
Mysore Silk,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.2958,76.6394,,GI,
Mysore Rosewood Inlay,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.2958,76.6394,,GI,
Kasuti Embroidery,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.4589,75.0078,,GI,
Mysore Traditional Paintings,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.2958,76.6394,,GI,
Ganjifa Cards of Mysore,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.2958,76.6394,,GI,
Navalgund Durries,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.5333,75.3667,,GI,
Karnataka Bronzeware,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.9716,77.5946,,GI,
Ilkal Sarees,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",16.2167,76.1167,,GI,
Molakalmuru Sarees,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",14.7167,76.7333,,GI,
Sandur Lambani Embroidery,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.0833,76.5333,,GI,
Guledgudd Khana,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",16.05,75.7833,,GI,
Kinhal Toys,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.45,76.0,,GI,
Udupi Sarees,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",13.3409,74.7421,,GI,
Patteda Anchu Saree & Fabrics,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.9716,77.5946,,GI,
Aranmula Kannadi Aranmula Metal Mirror,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",9.3833,76.5833,,GI,
Payyannur Pavithra Ring,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",12.1,75.2,,GI,
Alleppey Coir,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",9.4981,76.3388,,GI,
Brass Broidered Coconut Shell Crafts of Kerala,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.8505,76.2711,,GI,
Screw Pine Craft of Kerala,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.8505,76.2711,,GI,
Maddalam of Palakkad,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.7867,76.6548,,GI,
Cannanore Home Furnishings,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",11.8745,75.3704,,GI,
Balaramapuram Sarees And Fine Cotton Fabrics,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",8.4167,77.0,,GI,
Kasaragod Sarees,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",12.4996,74.9869,,GI,
Kuthampully Sarees,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.6167,76.4167,,GI,
Chendamangalam Dhoties & Set Mundu,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.1667,76.2,,GI,
Kannadippaya Bamboo Mat,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.8505,76.2711,,GI,
Pashmina Wool of Ladakh,Handicraft,Ladakh,,"Geographical Indication (GI) registered traditional handicraft of Ladakh, officially recognised under India's GI Registry (ipindia.gov.in).",34.1526,77.5771,,GI,
Ladakh Shingskos Wood Carving,Handicraft,Ladakh,,"Geographical Indication (GI) registered traditional handicraft of Ladakh, officially recognised under India's GI Registry (ipindia.gov.in).",34.1526,77.5771,,GI,
Chanderi Sarees,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",24.7167,78.1333,,GI,
Leather Toys of Indore,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.7196,75.8577,,GI,
Bagh Prints of Madhya Pradesh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.3667,74.75,,GI,
Bell Metal Ware of Datia and Tikamgarh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.6667,78.4667,,GI,
Maheshwar Sarees & Fabrics,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.1833,75.5833,,GI,
Gond Painting of Madhya Pradesh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.9734,78.6569,,GI,
Wrought Iron Crafts of Dindori,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.9417,81.0781,,GI,
Ujjain Batik Print,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",23.1765,75.7885,,GI,
Gwalior Handmade Carpet,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.2183,78.1828,,GI,
Waraseoni Handloom Saree & Fabrics,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",21.7667,80.1,,GI,
Jabalpur Stone Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",23.1815,79.9864,,GI,
Chhatarpur Furniture,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",24.9177,79.5941,,GI,
Khajuraho Stone Craft Of Madhya Pradesh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",24.8318,79.9199,,GI,
Betul Bharewa Metal Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",21.9022,77.8994,,GI,
Gwalior Papier Mache Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.2183,78.1828,,GI,
Gwalior Stone Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.2183,78.1828,,GI,
Solapur Chaddar,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",17.6599,75.9064,,GI,
Solapur Terry Towel,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",17.6599,75.9064,,GI,
Puneri Pagadi,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",18.5204,73.8567,,GI,
Paithani Sarees And Fabrics,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",19.076,72.8777,,GI,
Sawantwadi Ganjifa Cards,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",15.9,73.8167,,GI,
Karvath Kati Sarees And Fabrics,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",19.076,72.8777,,GI,
Miraj Tanpura,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",16.83,74.64,,GI,
Hupari Silver Craft,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",16.7833,74.45,,GI,
Miraj Sitar,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",16.83,74.64,,GI,
Sawantwadi Wooden Craft,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",15.9,73.8167,,GI,
Pen Ganesh Idol,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",18.7333,73.0833,,GI,
Kavdi Maal of Tuljapur,Handicraft,Maharashtra,,"Geographical Indication (GI) registered traditional handicraft of Maharashtra, officially recognised under India's GI Registry (ipindia.gov.in).",18.0091,76.0672,,GI,
Shaphee Lanphee,Handicraft,Manipur,,"Geographical Indication (GI) registered traditional handicraft of Manipur, officially recognised under India's GI Registry (ipindia.gov.in).",24.817,93.9368,,GI,
Wangkhei Phee,Handicraft,Manipur,,"Geographical Indication (GI) registered traditional handicraft of Manipur, officially recognised under India's GI Registry (ipindia.gov.in).",24.817,93.9368,,GI,
Meghalaya Garo Textile,Handicraft,Meghalaya,,"Geographical Indication (GI) registered traditional handicraft of Meghalaya, officially recognised under India's GI Registry (ipindia.gov.in).",25.5788,91.8933,,GI,
Meghalaya Lyrnai Pottery,Handicraft,Meghalaya,,"Geographical Indication (GI) registered traditional handicraft of Meghalaya, officially recognised under India's GI Registry (ipindia.gov.in).",25.5788,91.8933,,GI,
Meghalaya Ryndia Textile,Handicraft,Meghalaya,,"Geographical Indication (GI) registered traditional handicraft of Meghalaya, officially recognised under India's GI Registry (ipindia.gov.in).",25.5788,91.8933,,GI,
Meghalaya Khasi Handloom Products,Handicraft,Meghalaya,,"Geographical Indication (GI) registered traditional handicraft of Meghalaya, officially recognised under India's GI Registry (ipindia.gov.in).",25.5788,91.8933,,GI,
Tawlhlohpuan,Handicraft,Mizoram,,"Geographical Indication (GI) registered traditional handicraft of Mizoram, officially recognised under India's GI Registry (ipindia.gov.in).",23.7271,92.7176,,GI,
Mizo Puanchei,Handicraft,Mizoram,,"Geographical Indication (GI) registered traditional handicraft of Mizoram, officially recognised under India's GI Registry (ipindia.gov.in).",23.7271,92.7176,,GI,
Pawndum,Handicraft,Mizoram,,"Geographical Indication (GI) registered traditional handicraft of Mizoram, officially recognised under India's GI Registry (ipindia.gov.in).",23.7271,92.7176,,GI,
Ngotekherh,Handicraft,Mizoram,,"Geographical Indication (GI) registered traditional handicraft of Mizoram, officially recognised under India's GI Registry (ipindia.gov.in).",23.7271,92.7176,,GI,
Hmaram,Handicraft,Mizoram,,"Geographical Indication (GI) registered traditional handicraft of Mizoram, officially recognised under India's GI Registry (ipindia.gov.in).",23.7271,92.7176,,GI,
Chakhesang Shawl,Handicraft,Nagaland,,"Geographical Indication (GI) registered traditional handicraft of Nagaland, officially recognised under India's GI Registry (ipindia.gov.in).",25.6751,94.1086,,GI,
Kotpad Handloom Fabric,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",19.15,82.3167,,GI,
Orissa Ikat,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.2961,85.8245,,GI,
Khandua Saree And Fabrics,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.2961,85.8245,,GI,
Gopalpur Tussar Fabrics,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",19.2667,84.9,,GI,
Dhalapathar Parda & Fabrics,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.2961,85.8245,,GI,
Sambalpuri Bandha Saree & Fabrics,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",21.4669,83.9756,,GI,
Bomkai Saree & Fabrics,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.4667,83.1667,,GI,
Habaspuri Saree & Fabrics,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",19.7833,82.7833,,GI,
Berhampur Patta Phoda Kumbha Saree & Joda,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",19.3149,84.7941,,GI,
Kapadaganda Dungaria Kondh Embroidery Shawl,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.2961,85.8245,,GI,
Painting of Lanjia Saura IDITAL Odisha,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.2961,85.8245,,GI,
Cuttack Rupa Tarakasi Silver Filigree,Handicraft,Odisha,,"Geographical Indication (GI) registered traditional handicraft of Odisha, officially recognised under India's GI Registry (ipindia.gov.in).",20.4625,85.883,,GI,
Blue Pottery of Jaipur,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.9124,75.7873,,GI,
Kathputlis of Rajasthan,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.9124,75.7873,,GI,
Sanganeri Hand Block Printing,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.8167,75.7833,,GI,
Thewa Art Work,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.9124,75.7873,,GI,
Pokaran Pottery,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.9167,71.9167,,GI,
Nathdwara Pichhwai Painting,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",24.9333,73.8333,,GI,
